序号,大包号,客户来源,创建时间(UTC+08:00),来源仓,计费重,预计件数,实际件数,渠道,状态,目的国,起运港,目的港,MBL提单号,分单号,业务编号,箱号,封号,装箱时间(UTC+08:00),装箱人,仓干交接时间(UTC+08:00),仓干交接人,清关口岸,提单收件人,批次号,车牌号
1818,KRRM04316878,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,16400.000,15,15,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4030963,,2026-05-14 07:49:31,崔言芹,,,,,D001563-W260514-0001,
1819,KRRM04317068,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,21610.000,15,15,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU8423113,,2026-05-14 07:49:52,谭业臣,,,,,D001563-W260514-0001,
1820,KRRM04316882,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,26650.000,43,43,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4030963,,2026-05-14 07:49:25,崔言芹,,,,,D001563-W260514-0001,
1821,KRRM04316881,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,20850.000,30,30,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4030963,,2026-05-14 07:49:37,崔言芹,,,,,D001563-W260514-0001,
1822,KRRM04317091,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,27100.000,17,17,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU8423113,,2026-05-14 07:49:17,谭业臣,,,,,D001563-W260514-0001,
1823,KRRM04317106,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,18010.000,18,18,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU8423113,,2026-05-14 07:50:14,谭业臣,,,,,D001563-W260514-0001,
1824,KRRM04316887,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,21400.000,30,30,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4030963,,2026-05-14 07:49:27,崔言芹,,,,,D001563-W260514-0001,
1825,KRRM04317105,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,28330.000,20,20,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU8423113,,2026-05-14 07:50:13,谭业臣,,,,,D001563-W260514-0001,
1826,KRRM04316741,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,24360.000,52,52,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4030963,,2026-05-14 07:48:26,崔言芹,,,,,D001563-W260514-0001,
1827,KRRM04319403,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,20220.000,19,19,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU8423113,,2026-05-14 07:12:15,谭业臣,,,,,D001563-W260514-0001,
1828,KRRM04319322,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,22500.000,10,10,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU8423113,,2026-05-14 07:12:19,谭业臣,,,,,D001563-W260514-0001,
1829,KRRM04316853,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,24660.000,28,28,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4030963,,2026-05-14 07:47:56,崔言芹,,,,,D001563-W260514-0001,
1830,KRRM04316885,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,27790.000,19,19,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,LYGU4030963,,2026-05-14 07:49:16,崔言芹,,,,,D001563-W260514-0001,
1831,KRRM04319262,AE海运,2026-05-14 07:09:26,威海心怡优选分拨仓,21030.000,25,25,L_AE_EXPRESS_SEA_XTW_CJ,已装箱,韩国,,,,,,CICU8423113,,2026-05-14 07:20:00,谭业臣,,,,,D001563-W260514-0001,
